Titulo,Autor,Calificacion,Categoria,Portada,Ancho,Alto
"My Hero Academia- Vol. 20",Kohei Horikoshi,4.5,Graphic-Novels-Anime-Manga,./imagenes/00537.jpg,146,220
The Divided Mind,Dr John E Sarno,4.0,Health,./imagenes/00538.jpg,147,220
"Crucial Conversations: Tools for Talking When Stakes Are High- Second Edition",Kerry Patterson,4.0,Health,./imagenes/00539.jpg,125,205
Save Our Sleep,Tizzie Hall,3.5,Health,./imagenes/00540.jpg,136,208
Beautiful,Katie Piper,4.5,Health,./imagenes/00541.jpg,140,220
Educated,Tara Westover,4.5,Health,./imagenes/00542.jpg,144,220
Playful Parenting,Lawrence J. Cohen,4.0,Health,./imagenes/00542.jpg,132,200
The Gentle Sleep Book,Sarah Ockwell-Smith,4.0,Health,./imagenes/00543.jpg,144,220
The Wahls Protocol Cooking For Life,Terry Wahls,4.0,Health,./imagenes/00544.jpg,174,196
80/20 Running,Matt Fitzgerald,4.0,Health,./imagenes/00545.jpg,146,220
One Hundred Years of Dirt,Rick Morton,4.0,Health,./imagenes/00546.jpg,144,220
"First- We Make the Beast Beautiful",Sarah Wilson,4.0,Health,./imagenes/00547.jpg,156,220
French Children Don't Throw Food,Pamela Druckerman,4.0,Health,./imagenes/00548.jpg,133,205
Strong Women Stay Young,Miriam Nelson,4.0,Health,./imagenes/00549.jpg,128,214
The Unmumsy Mum,The Unmumsy Mum,4.0,Health,./imagenes/00550.jpg,130,220
Jamie Does,Jamie Oliver,4.0,Health,./imagenes/00551.jpg,171,220
Pilates Anatomy,Rael Isacowitz,4.5,Health,./imagenes/00552.jpg,155,220
Option B,Sheryl Sandberg,4.0,Health,./imagenes/00553.jpg,136,220
How to Choose the Sex of Your Baby,Landrum B Shettles,4.0,Health,./imagenes/00554.jpg,143,212
Why Zebras Don't Get Ulcers -Revised Edition,Robert M. Sapolsky,4.0,Health,./imagenes/00555.jpg,146,214
Cure Tooth Decay,Ramiel Nagel,4.0,Health,./imagenes/00556.jpg,135,203
Why Isn't My Brain Working?,Datis Kharrazian,4.5,Health,./imagenes/00557.jpg,147,220
The Bonsai Child,Judith y Locke,4.5,Health,./imagenes/00558.jpg,146,220
The Rules of Life,Richard Templar,3.5,Health,./imagenes/00559.jpg,137,220
"Good Calories- Bad Calories",Gary Taubes,4.0,Health,./imagenes/00560.jpg,130,214
The Psychobiotic Revolution,Scott C. Anderson,4.0,Health,./imagenes/00561.jpg,146,220
What I Know for Sure,Oprah Winfrey,4.0,Health,./imagenes/00562.jpg,136,220
The Healing Code,Alexander Loyd,4.0,Health,./imagenes/00563.jpg,142,220
Come as You Are,Emily Nagoski,4.5,Health,./imagenes/00564.jpg,146,220
Lean in 15 - The Shift Plan,Joe Wicks,4.0,Health,./imagenes/00565.jpg,165,214
Lean in 15 - The Shape Plan,Joe Wicks,4.5,Health,./imagenes/00566.jpg,169,217
Joe's 30 Minute Meals,Joe Wicks,4.0,Health,./imagenes/00567.jpg,165,215
When Breath Becomes Air,Paul Kalanithi,4.5,Health,./imagenes/00567.jpg,144,220
Healing With Whole Foods,Paul Pitchford,4.5,Health,./imagenes/00568.jpg,171,213
Helping Your Anxious Child,Ronald M. Rapee,4.0,Health,./imagenes/00569.jpg,147,220
Manners Time,Elizabeth Verdick,4.0,Health,./imagenes/00570.jpg,180,180
The Gabriel Method,Jon Gabriel,3.5,Health,./imagenes/00571.jpg,145,220
The Muscular System Anatomical Chart,Anatomical Chart Company,4.0,Health,./imagenes/00572.jpg,139,180
Insight Yoga,Sarah Powers,4.5,Health,./imagenes/00573.jpg,158,189
Rich Dad Poor Dad,Robert T. Kiyosaki,4.0,Health,./imagenes/00574.jpg,146,220
"First Forty Days- The:The Essential Art of Nourishing the New Mot",Heng Ou,4.5,Health,./imagenes/00574.jpg,173,220
Roar,Stacy Sims,4.0,Health,./imagenes/00575.jpg,180,219
Rewire Your Anxious Brain,Catherine M. Pittman,4.0,Health,./imagenes/00576.jpg,147,211
Puberty Girl,Shushann Movsessian,4.0,Health,./imagenes/00577.jpg,187,205
What the Fast!,Grant Schofield,4.5,Health,./imagenes/00578.jpg,162,220
The Whole-Brain Child,Tina Payne Bryson,4.0,Health,./imagenes/00579.jpg,144,220
Womancode,Alisa Vitti,4.0,Health,./imagenes/00580.jpg,146,220
Tiny Beautiful Things,Cheryl Strayed,4.5,Health,./imagenes/00581.jpg,144,220
The Seven Principles For Making Marriage Work,John Gottman,4.0,Health,./imagenes/00582.jpg,142,220
Gut,Giulia Enders,4.0,Health,./imagenes/00583.jpg,144,220
The Eczema Diet,Karen Fischer,3.5,Health,./imagenes/00584.jpg,143,212
On Becoming Babywise,Gary Ezzo,3.5,Health,./imagenes/00585.jpg,136,220
The China Study Cookbook,Leanne Campbell,4.0,Health,./imagenes/00586.jpg,171,219
The Gulag Archipelago: Experiment in Literary Investigation v. 3,Aleksandr Solzhenitsyn,4.5,History-Archaeology,./imagenes/00587.jpg,130,166
Empress Dowager Cixi,Jung Chang,4.0,History-Archaeology,./imagenes/00588.jpg,143,220
The Last Days of Socrates,Plato,4.0,History-Archaeology,./imagenes/00589.jpg,144,220
The World is Flat,Thomas L. Friedman,3.5,History-Archaeology,./imagenes/00590.jpg,144,220
The First World War: A Very Short Introduction,Michael Howard,4.0,History-Archaeology,./imagenes/00591.jpg,129,205
Meetings with Remarkable Manuscripts,Christopher De Hamel,4.5,History-Archaeology,./imagenes/00592.jpg,143,220
How Democracies Die,Steven Levitsky,4.0,History-Archaeology,./imagenes/00592.jpg,144,220
Ardennes 1944,Antony Beevor,4.0,History-Archaeology,./imagenes/00593.jpg,144,215
The Men Who Stare At Goats,Jon Ronson,3.5,History-Archaeology,./imagenes/00594.jpg,145,220
The Hiding Place,Corrie Ten Boom,4.5,History-Archaeology,./imagenes/00595.jpg,144,220
The Forgotten Highlander,Alistair Urquhart,4.5,History-Archaeology,./imagenes/00595.jpg,140,220
The History of the Ancient World,Susan Wise Bauer,4.0,History-Archaeology,./imagenes/00596.jpg,145,220
Devil's Guard,George Robert Elford,4.0,History-Archaeology,./imagenes/00597.jpg,127,205
The Theory of the Leisure Class,Thorstein Veblen,4.0,History-Archaeology,./imagenes/00598.jpg,143,220
Death of a Naturalist,Seamus Heaney,4.5,History-Archaeology,./imagenes/00599.jpg,138,220
Admirals,Andrew D. Lambert,4.0,History-Archaeology,./imagenes/00600.jpg,131,205
Colouring History: The Tudors,Natalie Grueninger,4.5,History-Archaeology,./imagenes/00601.jpg,180,179
Born Survivors,Wendy Holden,4.0,History-Archaeology,./imagenes/00601.jpg,142,220
The Wretched of the Earth,Frantz Fanon,4.0,History-Archaeology,./imagenes/00602.jpg,149,220
With the Old Breed,E B Sledge,4.5,History-Archaeology,./imagenes/00603.jpg,135,220
Society of the Spectacle,Guy Debord,4.0,History-Archaeology,./imagenes/00604.jpg,135,220
Fire and Fury,Michael Wolff,3.5,History-Archaeology,./imagenes/00605.jpg,144,220
Why I'm No Longer Talking to White People About Race,Reni Eddo-Lodge,4.5,History-Archaeology,./imagenes/00606.jpg,138,220
The Tattooist of Auschwitz,Heather Morris,4.0,History-Archaeology,./imagenes/00607.jpg,144,220
Monash's Masterpiece,Peter Fitzsimons,4.5,History-Archaeology,./imagenes/00608.jpg,144,220
Eyewitness Auschwitz,Filip Muller,4.0,History-Archaeology,./imagenes/00609.jpg,133,204
The Prime Ministers,Yehuda Avner,4.5,History-Archaeology,./imagenes/00610.jpg,147,220
Debt,David Graeber,4.0,History-Archaeology,./imagenes/00611.jpg,149,220
The Age of Surveillance Capitalism,Shoshana Zuboff,4.0,History-Archaeology,./imagenes/00612.jpg,144,220
On Chapel Sands,Laura Cumming,4.0,History-Archaeology,./imagenes/00613.jpg,154,220
A Brief History of Tea,Roy Moxham,3.5,History-Archaeology,./imagenes/00614.jpg,144,220
Stasiland,Anna Funder,4.0,History-Archaeology,./imagenes/00615.jpg,142,220
We Die Alone,David Howarth,4.0,History-Archaeology,./imagenes/00616.jpg,144,220
Pompeii,Mary Beard,4.0,History-Archaeology,./imagenes/00617.jpg,145,220
Tender,Nigel Slater,4.0,Home-Garden,./imagenes/00618.jpg,148,215
The Beauty Myth,Naomi Wolf,4.0,Home-Garden,./imagenes/00619.jpg,130,200
"84- Charing Cross Road",Helene Hanff,4.0,Home-Garden,./imagenes/00620.jpg,140,220
Don't Touch My Hair,Emma Dabiri,4.5,Home-Garden,./imagenes/00621.jpg,138,220
The Billionaire's Vinegar,Benjamin Wallace,3.5,Home-Garden,./imagenes/00622.jpg,144,220
Dr Libby Beauty Guide The,Dr. Libby Weaver,0.0,Home-Garden,./imagenes/00623.jpg,149,215
The Book of Kells,Bernard Meehan,4.0,Home-Garden,./imagenes/00624.jpg,171,220
"Animal- Vegetable- Miracle",Barbara Kingsolver,4.0,Home-Garden,./imagenes/00625.jpg,131,205
Birdscaping Australian Gardens,George Adams,4.0,Home-Garden,./imagenes/00626.jpg,166,220
Vintage Tea Party,Carolyn Caldicott,4.0,Home-Garden,./imagenes/00627.jpg,201,220
The Gardener's Garden,Madison Cox,4.5,Home-Garden,./imagenes/00628.jpg,182,220
Love Your Home,Dermot Bannon,3.5,Home-Garden,./imagenes/00629.jpg,162,220
Nadiya's British Food Adventure,Nadiya Hussain,4.5,Home-Garden,./imagenes/00630.jpg,171,220
The Wedding Planner and Organizer,Mindy Weiss,4.0,Home-Garden,./imagenes/00631.jpg,187,205
Making Candles and Soaps For Dummies,Kelly Ewing,4.0,Home-Garden,./imagenes/00632.jpg,174,220
A Beautiful Mess Photo Idea Book,Emma Chapman,3.5,Home-Garden,./imagenes/00633.jpg,205,203
Whole Way Library: Kundalini Yoga,Shakta Kaur Khalsa,0.0,Home-Garden,./imagenes/00634.jpg,181,213
Gucci,Stefano Tonchi,4.0,Home-Garden,./imagenes/00635.jpg,163,205
What is Biodynamics?,Rudolf Steiner,4.0,Home-Garden,./imagenes/00636.jpg,144,220
Natural Soap Book,Susan Miller Cavitch,4.0,Home-Garden,./imagenes/00637.jpg,129,209
Flower Arranging,Judith Blacklock,4.0,Home-Garden,./imagenes/00638.jpg,162,220
How Not to Die,Michael Greger,4.5,Home-Garden,./imagenes/00639.jpg,105,149
The Rules to Break,Richard Templar,3.5,Home-Garden,./imagenes/00640.jpg,137,220
Medical Medium Life-Changing Foods,Anthony William,4.5,Home-Garden,./imagenes/00641.jpg,179,207
Rocks & Minerals,Ronald Bonewitz,4.5,Home-Garden,./imagenes/00642.jpg,152,195
LEGO (R) Minifigure Year by Year A Visual History,DK,4.0,Home-Garden,./imagenes/00643.jpg,167,208
LEGO (R) Star Wars The Visual Dictionary,DK,4.5,Home-Garden,./imagenes/00644.jpg,187,220
"Watch- Thoroughly Revised- The",Stone Gene,4.0,Home-Garden,./imagenes/00645.jpg,180,179
50 Ways to Wear a Scarf,Lauren Friedman,4.0,Home-Garden,./imagenes/00646.jpg,205,154
"Cordially Invited: A seasonal guide to celebrations and hosting- perfect for festive planning- crafting and baking in the run up to Christmas!",Zoe Sugg,3.5,Home-Garden,./imagenes/00647.jpg,169,220
The Japanese Skincare Revolution,Chizu Saeki,4.0,Home-Garden,./imagenes/00648.jpg,145,220
Flower Recipe Book,Alethea Harampolis,4.0,Home-Garden,./imagenes/00649.jpg,191,220
Zakka Style,Rashida Coleman-Hale,3.5,Home-Garden,./imagenes/00650.jpg,180,180
Soap Crafting,Anne-marie Faiola,4.5,Home-Garden,./imagenes/00651.jpg,167,220
Younger Skin Starts in the Gut,Dr Nigma Talib,4.0,Home-Garden,./imagenes/00652.jpg,142,220
Dreamscapes,Claire Takacs,4.5,Home-Garden,./imagenes/00653.jpg,162,220
A Tree in the House,Annabelle Hickson,4.5,Home-Garden,./imagenes/00654.jpg,150,215
Garden Love,Simon Griffiths,4.0,Home-Garden,./imagenes/00655.jpg,158,215
The Colour Scheme Bible,Anna Starmer,4.0,Home-Garden,./imagenes/00656.jpg,166,220
RSN: Raised Embroidery,Kelley Aldridge,4.0,Home-Garden,./imagenes/00657.jpg,174,220
Whittling Handbook,Peter Benson,4.0,Home-Garden,./imagenes/00658.jpg,155,220
Dress Scandinavian: Style your Life and Wardrobe the Danish Way,Pernille Teisbaek,3.5,Home-Garden,./imagenes/00659.jpg,155,220
Spark Joy,Marie Kondo,4.0,Home-Garden,./imagenes/00660.jpg,134,203
Code of Practice for In-service Inspection and Testing of Electrical Equipment,The Institution of Engineering and Technology,4.0,Home-Garden,./imagenes/00661.jpg,157,185
Earth User's Guide to Permaculture,Rosemary Morrow,4.0,Home-Garden,./imagenes/00662.jpg,153,205
Vintage Flowers,Vic Brotherson,4.0,Home-Garden,./imagenes/00663.jpg,180,213
Complete Guide to Joint-Making,John Bullar,4.5,Home-Garden,./imagenes/00664.jpg,167,220
Quick and Easy Paint Transformations,Annie Sloan,4.0,Home-Garden,./imagenes/00665.jpg,169,220
Paul Bangay's Country Gardens,Paul Bangay,4.5,Home-Garden,./imagenes/00666.jpg,195,215
Flower Addict,Saskia Havekes,4.5,Home-Garden,./imagenes/00667.jpg,162,220
Magickal Herb Oracle,Cheralyn Darcey,5.0,Home-Garden,./imagenes/00668.jpg,150,215
Kinfolk Volume 13,Kinfolk,4.5,Home-Garden,./imagenes/00669.jpg,174,201
Florals By Hand,Alli Koch,4.5,Home-Garden,./imagenes/00670.jpg,180,180
Why Mummy Swears,Gill Sims,4.0,Humour,./imagenes/00671.jpg,142,220
How to Archer,Sterling Archer,4.0,Humour,./imagenes/00672.jpg,136,205
Rejected Princesses,Jason Porath,4.5,Humour,./imagenes/00673.jpg,177,220
Strange Planet,Nathan W. Pyle,5.0,Humour,./imagenes/00674.jpg,180,180
Is Everyone Hanging Out Without Me?,Mindy Kaling,4.0,Humour,./imagenes/00675.jpg,136,204
Marabou Stork Nightmares,Irvine Welsh,4.0,Humour,./imagenes/00676.jpg,132,205
Dear Fatty,Dawn French,4.0,Humour,./imagenes/00677.jpg,134,205
The Bed of Procrustes,Nassim Nicholas Taleb,4.0,Humour,./imagenes/00677.jpg,143,220
Cold Comfort Farm,Stella Gibbons,4.0,Humour,./imagenes/00678.jpg,135,205
Heidegger And A Hippo Walk Through Those Pearly Gates,Thomas Cathcart,3.5,Humour,./imagenes/00679.jpg,158,220
Old Possum's Book of Practical Cats,T. S. Eliot,4.0,Humour,./imagenes/00680.jpg,147,220
I Judge You When You Use Poor Grammar,Sharon Eliza Nichols,3.5,Humour,./imagenes/00681.jpg,205,137
Garfield Fat Cat 3-Pack,Jim Davis,4.5,Humour,./imagenes/00682.jpg,205,215
Garfield Fat Cat 3-Pack,Jim Davis,4.5,Humour,./imagenes/00683.jpg,205,217
The Guilty Feminist,Deborah Frances-White,4.5,Humour,./imagenes/00683.jpg,140,220
"In Conclusion- Don't Worry About It",Lauren Graham,3.5,Humour,./imagenes/00684.jpg,140,220
1066 and All That,W. C. Sellar,4.0,Humour,./imagenes/00685.jpg,133,205
The Book of Bunny Suicides,Andy Riley,4.0,Humour,./imagenes/00686.jpg,180,130
Life Will Be the Death of Me,Chelsea Handler,4.0,Humour,./imagenes/00687.jpg,146,220
Look Back in Anger,John Osborne,3.5,Humour,./imagenes/00688.jpg,140,220
QI: The Second Book of General Ignorance,John Mitchinson,4.0,Humour,./imagenes/00689.jpg,139,220
The Ultimate Book of Heroic Failures,Stephen Pile,3.5,Humour,./imagenes/00690.jpg,140,220
The Fran Lebowitz Reader,Fran Lebowitz,4.0,Humour,./imagenes/00691.jpg,142,220
Dangerous,Milo Yiannopoulos,4.0,Humour,./imagenes/00692.jpg,147,220
How it Works: The Student,Jason Hazeley,3.5,Humour,./imagenes/00693.jpg,146,220
The Ladybird Book of the People Next Door,Jason Hazeley,3.5,Humour,./imagenes/00694.jpg,146,220
The Story of the Little Mole Who Went in Search of Whodunit,Werner Holzwarth,4.0,Humour,./imagenes/00695.jpg,180,141
The Adventure Zone,Carey Pietsch,4.5,Humour,./imagenes/00696.jpg,147,220
Winnie-the-Pooh: Deep Thoughts & Ponderings for the Wise,A. A. Milne,4.0,Humour,./imagenes/00697.jpg,146,220
Woeful Second World War,Terry Deary,4.0,Humour,./imagenes/00698.jpg,143,220
A Guinea Pig Nativity,,4.5,Humour,./imagenes/00699.jpg,180,144
Storm,Tim Minchin,4.5,Humour,./imagenes/00700.jpg,168,220
Topsy and Tim: Visit London,Jean Adamson,4.0,Humour,./imagenes/00701.jpg,180,180
All Things Wise and Wonderful,James Herriot,4.5,Humour,./imagenes/00702.jpg,146,220
The Lord God Made Them All,James Herriot,4.5,Humour,./imagenes/00703.jpg,145,220
Little Moments of Love,Catana Chetwynd,4.5,Humour,./imagenes/00704.jpg,156,203
Me Without You,Lisa Swerling,4.0,Humour,./imagenes/00705.jpg,165,220
A Man Called Ove,Fredrik Backman,4.5,Humour,./imagenes/00706.jpg,145,220
Sidemen: The Book,The Sidemen,4.5,Humour,./imagenes/00707.jpg,169,195
The World Cup Of Everything,Richard Osman,4.0,Humour,./imagenes/00708.jpg,168,220
Always Look on the Bright Side of Life,Eric Idle,4.0,Humour,./imagenes/00709.jpg,143,220
I Hate Myselfie,Shane Dawson,4.0,Humour,./imagenes/00710.jpg,147,220
The Chapo Guide to Revolution,Chapo Trap House,4.0,Humour,./imagenes/00711.jpg,146,220
Christmas on Bear Mountain,Carl Barks,4.5,Humour,./imagenes/00712.jpg,161,215
Walt Disney Uncle Scrooge and Donald Duck,Don Rosa,4.5,Humour,./imagenes/00713.jpg,171,220
The Illustrated Compendium Of Amazing Animal Facts,Maja SÄFstrÖM,4.5,Humour,./imagenes/00714.jpg,172,220
The Grade Cricketer,Sam Perry,4.0,Humour,./imagenes/00715.jpg,140,215
The Moaning of Life,Karl Pilkington,4.0,Humour,./imagenes/00716.jpg,144,220
You Have to F**king Eat,Adam Mansbach,4.0,Humour,./imagenes/00717.jpg,205,173
How to Speak Emoji,Fred Benenson,3.5,Humour,./imagenes/00718.jpg,153,220
Get Your Sh*t Together,Sarah Knight,3.5,Humour,./imagenes/00719.jpg,128,216
The Second Worst Restaurant in France,Alexander McCall Smith,3.5,Humour,./imagenes/00720.jpg,138,220
Good Husband Material,Trisha Ashley,4.0,Humour,./imagenes/00721.jpg,146,220
The Complete Peanuts 1961-1962,Charles M. Schulz,4.5,Humour,./imagenes/00722.jpg,180,138
Milk and Vine,Emily Beck,4.0,Humour,./imagenes/00723.jpg,147,220
Counseling with Choice Theory,William Glasser,4.0,Medical,./imagenes/00724.jpg,134,192
The Myth of Mental Illness,Thomas S. Szasz,4.0,Medical,./imagenes/00725.jpg,144,220
Contented Dementia,Oliver James,4.0,Medical,./imagenes/00726.jpg,138,220
Wreck This Journal,Keri Smith,4.0,Medical,./imagenes/00727.jpg,133,220
Jung: A Very Short Introduction,Anthony Stevens,4.0,Medical,./imagenes/00728.jpg,132,205
Becoming Attached,Robert Karen,4.0,Medical,./imagenes/00729.jpg,145,220
Immortal Life of Henrietta Lacks,Rebecca Skloot,4.0,Medical,./imagenes/00730.jpg,75,123
The Checklist Manifesto,Atul Gawande,4.0,Medical,./imagenes/00731.jpg,147,220
How God Changes Your Brain,Andrew B. Newberg,4.0,Medical,./imagenes/00732.jpg,134,205
The Body Remembers Casebook,Babette Rothschild,4.0,Medical,./imagenes/00733.jpg,174,220
Coping with Trauma-Related Dissociation,Suzette Boon,4.5,Medical,./imagenes/00734.jpg,146,220
The Body Remembers Volume 2,Babette Rothschild,5.0,Medical,./imagenes/00735.jpg,143,208
The Neurobiology of Attachment-Focused Therapy,Jonathan Baylin,4.5,Medical,./imagenes/00736.jpg,145,193
Grief Counselling and Grief Therapy,J. William Worden,4.0,Medical,./imagenes/00737.jpg,147,220
Why Love Matters,Sue Gerhardt,4.5,Medical,./imagenes/00738.jpg,144,220
The Feeling Good Handbook,David D. Burns,4.0,Medical,./imagenes/00739.jpg,144,220
Trauma and Recovery,Judith Herman,4.5,Medical,./imagenes/00740.jpg,146,220
The Body Electric,Robert O. Becker,4.0,Medical,./imagenes/00741.jpg,141,205
Last's Anatomy,Chummy S. Sinnatamby,4.0,Medical,./imagenes/00742.jpg,176,220
Ross & Wilson Anatomy and Physiology in Health and Illness,Grant,4.0,Medical,./imagenes/00743.jpg,174,220
Last'S Anatomy Revised 9e,McMinn,4.0,Medical,./imagenes/00744.jpg,150,198
Only Love Is Real,Brian Weiss,4.0,Medical,./imagenes/00745.jpg,138,220
Say No To Arthritis,Patrick Holford,3.5,Medical,./imagenes/00746.jpg,136,220
Johanna's Christmas,Johanna Basford,4.5,Medical,./imagenes/00747.jpg,180,179
Paediatric Handbook,Michael Marks,5.0,Medical,./imagenes/00747.jpg,142,210
Medical Medium Thyroid Healing,Anthony William,4.0,Medical,./imagenes/00748.jpg,178,220
Concise Rules of APA Style,American Psychological Association,4.0,Medical,./imagenes/00749.jpg,105,200
Counselling Adolescents,Kathryn Geldard,4.0,Medical,./imagenes/00750.jpg,178,220
Eat Pretty,Jolene Hart,4.0,Medical,./imagenes/00751.jpg,188,220
The Science of Parenting,Margot Sunderland,4.0,Medical,./imagenes/00752.jpg,161,208
How to Beat Worry and Generalised Anxiety Disorder One Step at a Time,Paul Farrand,4.5,Medical,./imagenes/00753.jpg,144,202
Wayward,Blake Crouch,4.0,Medical,./imagenes/00754.jpg,146,220
Handbook of Obstetric Medicine,Catherine Nelson-Piercy,5.0,Medical,./imagenes/00755.jpg,146,220
This is Going to Hurt,Adam Kay,4.5,Medical,./imagenes/00756.jpg,136,220
Ketogenic Diet,Malik Johnson,5.0,Medical,./imagenes/00757.jpg,138,220
Deep Medicine,Eric Topol,4.0,Medical,./imagenes/00758.jpg,142,220
Iridology Simplified,Bernard Jensen,4.0,Medical,./imagenes/00759.jpg,134,205
The New Optimum Nutrition Bible,Patrick Holford,4.0,Medical,./imagenes/00760.jpg,142,220
The Complete Ketogenic Diet for Beginners,Amy Ramos,4.0,Medical,./imagenes/00761.jpg,178,220
The Worry Trick,David A. Carbonell,4.0,Medical,./imagenes/00762.jpg,146,220
Forensics,Val McDermid,4.0,Medical,./imagenes/00763.jpg,143,220
Hardwiring Happiness,Rick Hanson,3.5,Medical,./imagenes/00764.jpg,130,206
"Essential Examination- third edition",Alasdair K. B. Ruthven,4.5,Medical,./imagenes/00765.jpg,176,129
Keep Calm and Colour Unicorns,,4.0,Medical,./imagenes/00766.jpg,169,220
When My Worries Get Too Big!,Kari Dunn Buron,4.0,Medical,./imagenes/00767.jpg,176,220
Twelfth Planet,Zecharia Sitchin,4.0,Mind-Body-Spirit,./imagenes/00768.jpg,136,220
Fear,Thich Nhat Hanh,4.0,Mind-Body-Spirit,./imagenes/00769.jpg,146,220
Inner Work,Robert A. Johnson,4.5,Mind-Body-Spirit,./imagenes/00770.jpg,146,220
A New Earth,Eckhart Tolle,4.0,Mind-Body-Spirit,./imagenes/00771.jpg,143,220
The Order of Time,Carlo Rovelli,4.0,Mind-Body-Spirit,./imagenes/00772.jpg,140,215
A Mindfulness Guide for the Frazzled,Ruby Wax,4.0,Mind-Body-Spirit,./imagenes/00773.jpg,143,220
Only Love Today,Rachel Macy Stafford,4.0,Mind-Body-Spirit,./imagenes/00774.jpg,139,220
The Passion Test,Janet Attwood,3.5,Mind-Body-Spirit,./imagenes/00775.jpg,144,220
Homecoming,John Bradshaw,4.0,Mind-Body-Spirit,./imagenes/00776.jpg,139,220
"Shaman- Healer- Sage",Alberto Villoldo,4.5,Mind-Body-Spirit,./imagenes/00777.jpg,132,205
Control Stress,Paul McKenna,4.0,Mind-Body-Spirit,./imagenes/00778.jpg,151,215
Legacy of the Divine Tarot,Ciro Marchetti,4.5,Mind-Body-Spirit,./imagenes/00779.jpg,180,86
Finding Your Own North Star,Martha Beck,4.0,Mind-Body-Spirit,./imagenes/00780.jpg,144,220
Your Body Speaks Your Mind,Deb Shapiro,4.0,Mind-Body-Spirit,./imagenes/00781.jpg,144,220
The Garden Awakening,Mary Reynolds,4.0,Mind-Body-Spirit,./imagenes/00782.jpg,161,220
Mindfulness Bliss and Beyond,Ajahn Brahm,4.0,Mind-Body-Spirit,./imagenes/00783.jpg,145,220
Wicca,Scott Cunningham,4.0,Mind-Body-Spirit,./imagenes/00784.jpg,147,220
Apple Cider Vinegar,Patricia Bragg,4.0,Mind-Body-Spirit,./imagenes/00785.jpg,146,220
Australian Bush Flower Essences,Ian White,4.5,Mind-Body-Spirit,./imagenes/00786.jpg,149,220
Hermetic Tarot Deck,Godfrey Dowson,4.0,Mind-Body-Spirit,./imagenes/00787.jpg,134,220
Put Your Heart in Your Mouth,Dr Natasha Campbell-McBride,4.5,Mind-Body-Spirit,./imagenes/00788.jpg,151,216
Course in Miracles,Helen Schucman,4.0,Mind-Body-Spirit,./imagenes/00789.jpg,141,220
Magical Unicorns Oracle Cards,Doreen Virtue,4.5,Mind-Body-Spirit,./imagenes/00790.jpg,152,220
Fairy Tarot Cards,Doreen Virtue,4.5,Mind-Body-Spirit,./imagenes/00791.jpg,158,220
Medical Medium Thyroid Healing,Anthony William,4.0,Mind-Body-Spirit,./imagenes/00792.jpg,178,220
The Biology of Belief,Bruce H Lipton,4.0,Mind-Body-Spirit,./imagenes/00792.jpg,150,220
Overshare,Rose Ellen Dix,4.5,Mind-Body-Spirit,./imagenes/00793.jpg,144,220
"Gmorning- Gnight!",Lin-Manuel Miranda,4.5,Mind-Body-Spirit,./imagenes/00794.jpg,137,220
Metaphysical Anatomy,Evette Rose,4.5,Mind-Body-Spirit,./imagenes/00795.jpg,155,220
The Gifts of Imperfection,Lauren Fortgang,4.0,Mind-Body-Spirit,./imagenes/00796.jpg,137,220
The Four Agreements Cards,Don Jose Ruiz,0.0,Mind-Body-Spirit,./imagenes/00797.jpg,180,181
Destiny of Souls,Michael Newton,4.5,Mind-Body-Spirit,./imagenes/00798.jpg,147,220
The Secret Language of Color Cards,Inna Segal,4.5,Mind-Body-Spirit,./imagenes/00799.jpg,163,216
The Pocket Pema Ch dr n,Pema Chodron,4.5,Mind-Body-Spirit,./imagenes/00800.jpg,150,220
Optimum Healing,Tom O'Bryan,4.0,Mind-Body-Spirit,./imagenes/00801.jpg,146,220
Nutrient Power,William J. Walsh,4.0,Mind-Body-Spirit,./imagenes/00802.jpg,148,220
e-squared,Pam Grout,4.0,Mind-Body-Spirit,./imagenes/00803.jpg,138,220
Waking Up,Sam Harris,4.0,Mind-Body-Spirit,./imagenes/00804.jpg,141,220
The Tapping Solution,Nick Ortner,4.0,Mind-Body-Spirit,./imagenes/00805.jpg,171,220
The Girl of Ink & Stars,Kiran Millwood Hargrave,3.5,Mind-Body-Spirit,./imagenes/00806.jpg,142,215
Search for Sacred Hidden Knowledge,Dolores Cannon,4.5,Mind-Body-Spirit,./imagenes/00807.jpg,143,220
Your Body's Telling You: Love Yourself,Lise Bourbeau,4.5,Mind-Body-Spirit,./imagenes/00808.jpg,153,220
French Cartomancy Ex106,Laura Tuan,4.5,Mind-Body-Spirit,./imagenes/00809.jpg,144,215
Test Your Cat,E.M. Bard,3.5,Natural-History,./imagenes/00810.jpg,160,220
Collins Beekeeper's Bible,,4.5,Natural-History,./imagenes/00811.jpg,172,220
Human Universe,Brian Cox,4.5,Natural-History,./imagenes/00812.jpg,135,220
The Making of Poetry,Adam Nicolson,3.5,Natural-History,./imagenes/00813.jpg,142,220
The Peregrine: 50th Anniversary Edition,J. A. Baker,4.0,Natural-History,./imagenes/00814.jpg,144,220
Our Garden Birds,Matt Sewell,4.5,Natural-History,./imagenes/00815.jpg,146,197
Arctic Dreams,Barry Lopez,4.0,Natural-History,./imagenes/00816.jpg,144,220
The Life-Size Guide to Native Trees: and other common plants of New Zealand's native forest,Andrew Crowe,0.0,Natural-History,./imagenes/00817.jpg,160,220
